"tweet_id","username","full_name","full_text","view_count","bookmark_count","favorite_count","reply_count","retweet_count","quote_count","is_quote_status","lang","bookmarked","favorited","retweeted","created_at","user_mentions","can_dm","can_media_tag","bio","website","followers_count","following_count","media_count","statuses_count","favourites_count","listed_count","fast_followers_count","normal_followers_count","followed_by","following","location","profile_banner_url","profile_url","avatar_url","verified","is_blue_verified","user_created_at"
"1288696219129323520","TroZrat","Sami","@Alpha_Canem @LEC @NEOM Move to mars or something we don't need you here.",0,0,1,1,0,0,false,"en",false,false,false,"2020-07-30","Alpha_Canem; LEC; NEOM",true,true,"Master Illaoi OTP | Retired SSBU player, known for once having 100% winrate against @Plup_Club’s Peach | Owner of @Giant_Rats #GORATS","https://www.op.gg/summoners/euw/TroZ",132,2690,325,6604,28733,1,0,132,,,"22 he/him","https://pbs.twimg.com/profile_banners/1099190918870114304/1627750655","https://www.twitter.com/TroZrat","https://pbs.twimg.com/profile_images/1572975812877459458/53-ETBJ8_normal.jpg",false,false,"2019-02-23"
"1288714142610853888","RuneblowEX","The Satella Guy","@Nuyxo @Tweeb1999 @Fenstick @TehHero117 @LEC @NEOM I'm not taking any sides here but what about pedos and zoophiles?",0,0,1,0,0,0,false,"en",false,false,false,"2020-07-30","Nuyxo; Fenstick; TehHero117; LEC; NEOM",true,false,"#3 @ShakuTweet fan. Vice commander of the Shaku fanclub/cult.
Just your average 24 y/o sperg. Katarina is bae ❤ - Mid/Support Main","https://www.twitch.tv/RuneblowEX",546,2349,3246,51505,221005,6,0,546,,,"The Omnitard#4027 M 6'2"" (7"")","https://pbs.twimg.com/profile_banners/2459854267/1648876483","https://www.twitter.com/RuneblowEX","https://pbs.twimg.com/profile_images/1586284916261748739/VaCL8ZwQ_normal.jpg",false,false,"2014-04-23"
"1288715575234105344","RuneblowEX","The Satella Guy","@Nuyxo @Tweeb1999 @Fenstick @TehHero117 @LEC @NEOM fair enough, cant say ur wrong on that one",0,0,3,0,0,0,false,"en",false,false,false,"2020-07-30","Nuyxo; Fenstick; TehHero117; LEC; NEOM",true,false,"#3 @ShakuTweet fan. Vice commander of the Shaku fanclub/cult.
Just your average 24 y/o sperg. Katarina is bae ❤ - Mid/Support Main","https://www.twitch.tv/RuneblowEX",546,2349,3246,51505,221005,6,0,546,,,"The Omnitard#4027 M 6'2"" (7"")","https://pbs.twimg.com/profile_banners/2459854267/1648876483","https://www.twitter.com/RuneblowEX","https://pbs.twimg.com/profile_images/1586284916261748739/VaCL8ZwQ_normal.jpg",false,false,"2014-04-23"
"1288687149152235522","LewdPrune","The Lewd One","@MikeHakansson @MeLlamanTamara_ @LEC @riotgames Neom is a city being built, the pet project of the Saudi Arabian Prince. So yes, it basically is the government for all intents and purposes except in business speak.",0,0,29,1,0,0,false,"en",false,false,false,"2020-07-30","MikeHakansson; MeLlamanTamara_; LEC; riotgames",false,true,"I play games. Sometimes I have friends.","",13,99,7,820,10402,0,0,13,,,"Washington","https://pbs.twimg.com/profile_banners/2154263634/1599385132","https://www.twitter.com/LewdPrune","https://pbs.twimg.com/profile_images/1456901920480587776/YMnMa65w_normal.jpg",false,false,"2013-10-25"
"1327001879805562889","TheSeraphmin","Seraphnyan 🏳️‍⚧️ 🩷💜💙🐙","honestly riot has done some stupid and controversial things in the past, just look at the LEC neom fiasco, but now there's a genuine personal reason for why Seraphine is a terrible idea, and they really should just take the L on this",0,0,0,0,0,0,false,"en",false,false,false,"2020-11-12","",true,true,"Aria || She/They || Trans, Bi, Poly, Open || 23 || Free to DM || Declared Horny on Main by Audit || Likes may be 🔞 || Icon by @beeblebeebs","",139,1715,2235,37180,119533,4,0,139,,,"Scotland","https://pbs.twimg.com/profile_banners/3392892113/1638569338","https://www.twitter.com/TheSeraphmin","https://pbs.twimg.com/profile_images/1395451822798671874/nPzFlGC9_normal.jpg",false,false,"2015-07-29"
"1485968100348796931","coachaarsh","aarsh ⁉️","so is esl australia now also owned by saudi arabia? is this not literally the exact same issue as LEC and NEOM man how are we not learning from our past",0,0,7,1,0,0,false,"en",false,false,false,"2022-01-25","",false,true,"23 | maths major | Head Coach @GroundZeroOCE 2023| Business enquiries: aarshnagpal@hotmail.com priv: @aarshnocoach","",543,1114,1068,5143,61986,2,0,543,,,"Gold Coast, Aus","https://pbs.twimg.com/profile_banners/2388601182/1674278886","https://www.twitter.com/coachaarsh","https://pbs.twimg.com/profile_images/1569905092559765504/5cKFpt_-_normal.jpg",false,false,"2014-03-14"
"1298723896041107456","Am_GDOo","مچيد","@Fenstick @TehHero117 @LEC @NEOM Any change in your country ?",0,0,0,0,0,0,false,"en",false,false,false,"2020-08-26","Fenstick; TehHero117; LEC; NEOM",true,false,"Remember, the greatest failure is not to try","",644,566,2883,33856,631,7,0,644,,,"( Kat cunning ) 🖤","https://pbs.twimg.com/profile_banners/2571686258/1615931275","https://www.twitter.com/Am_GDOo","https://pbs.twimg.com/profile_images/1371941316813262850/p6hRIueo_normal.jpg",false,false,"2014-06-16"
"1288662956083904522","OvisGotACup","Matt","@Embrslol @Hotdynamixxx @Kalytis_ @LEC @NEOM Sorry mate what was that about twitter posts being meaningless LOL",0,0,0,1,0,0,false,"en",false,false,false,"2020-07-30","Embrslol; Hotdynamixxx; LEC; NEOM",false,false,"he/him","",24,170,237,2108,15555,0,0,24,,,"","https://pbs.twimg.com/profile_banners/844995938640953344/1631596230","https://www.twitter.com/OvisGotACup","https://pbs.twimg.com/profile_images/1569364587631316992/R5oysj6b_normal.jpg",false,false,"2017-03-23"
"1485727911579734019","geometric","Geo","Don’t get me wrong, I understand that all companies really care about is money. But this reminds me a lot of the LEC NEOM deal. The war of wanting the Middle East’s money but not wanting their social stances may cause a rift in the esports world.",0,1,569,5,5,1,false,"en",false,false,false,"2022-01-24","",true,true,"☆Welcome to the geoverse | agents: geo@csa.gg☆","https://linktr.ee/geocollins",44299,1292,3012,30917,53188,110,0,44299,,,"London, UK","https://pbs.twimg.com/profile_banners/349362960/1687961514","https://www.twitter.com/geometric","https://pbs.twimg.com/profile_images/1682800932138958849/IGbxdfxn_normal.jpg",false,false,"2011-08-06"
"1293456376363089920","abdulelah11cc","Saul not goodMan","@Rex21H @LEC @NEOM We are great people idk why people are attacking us",0,0,1,0,0,0,false,"en",false,false,false,"2020-08-12","LEC; NEOM",false,false,"Gaming journalist 
I identify as an ambulance. 
My pronouns are wee/woo
Anti socialist communist 
Anti Hindu 
Sharia law enjoyer
Everythingphobic","",42,142,43,310,15679,0,0,42,,,"No","https://pbs.twimg.com/profile_banners/804751943574884352/1480703260","https://www.twitter.com/abdulelah11cc","https://pbs.twimg.com/profile_images/1516482582292140038/vh5ffEPW_normal.jpg",false,false,"2016-12-02"
"1573536506467287040","719_kenny","Kenny","@Archer2014UBW @DzDiegoRosales @Perkz The thing is Riots public image still isn't very good but they're actually getting quite a bit better at rectifying bad PR (sure it would be better to prevent entirely but baby steps) remember the LEC/Neom disaster...they shut that down REAL quick",0,0,0,0,0,0,false,"en",false,false,false,"2022-09-24","Archer2014UBW; Dzdiegorosales; Perkz",true,true,"","",63,680,95,5066,10934,0,0,63,,,"Sheridan, IL","https://pbs.twimg.com/profile_banners/548667467/1358218763","https://www.twitter.com/719_kenny","https://pbs.twimg.com/profile_images/1450224077441015809/TN1WlIE8_normal.jpg",false,false,"2012-04-08"
"1288696778100035584","TroZrat","Sami","@DavGreed @LEC @NEOM How close-minded can a person be...",0,0,1,0,0,0,false,"en",false,false,false,"2020-07-30","DavGreed; LEC; NEOM",true,true,"Master Illaoi OTP | Retired SSBU player, known for once having 100% winrate against @Plup_Club’s Peach | Owner of @Giant_Rats #GORATS","https://www.op.gg/summoners/euw/TroZ",132,2690,325,6604,28733,1,0,132,,,"22 he/him","https://pbs.twimg.com/profile_banners/1099190918870114304/1627750655","https://www.twitter.com/TroZrat","https://pbs.twimg.com/profile_images/1572975812877459458/53-ETBJ8_normal.jpg",false,false,"2019-02-23"
"1288986071087407106","DariusExMachina","Darius","The entire #LEC Broadcast team, including members I couldnt add to these screenshots, have come out to say that they wouldve declined to appear on broadcast unless the NEOM deal was revoked - putting their jobs on the line.

The LEC Show is in good hands. All the power to them 🙌 https://t.co/7vQqlwOzE5",0,1,659,7,72,8,false,"en",false,false,false,"2020-07-31","",true,true,"Manga, Yugioh, Esports. In that order. Working on a new venture. Previously @FellowKidsGG, @S04Esports and Founder @TheShotcallerGG. He/Him","",7757,1346,3894,46939,238231,52,0,7757,,,"Berlin, Germany","https://pbs.twimg.com/profile_banners/2780205828/1609155622","https://www.twitter.com/DariusExMachina","https://pbs.twimg.com/profile_images/1547897808522338305/6a91Wr3b_normal.jpg",false,false,"2014-08-30"
"1288931564139827210","Towobix3","t🗿wobi","@L9Commander @crescend0ll @linczernorbi @LEC @NEOM I wonder if you are baiting or you actually don't understand the point",0,0,1,1,0,0,false,"en",false,false,false,"2020-07-30","L9Commander; crescend0ll; LEC; NEOM",false,true,"society 😒
lean 💜","",1,124,0,14,659,0,0,1,,,"",,"https://www.twitter.com/Towobix3","https://pbs.twimg.com/profile_images/1434835545025392644/Yn8xqeaM_normal.jpg",false,false,"2020-03-24"
"1288813521212448769","daveekh","Dav","@xuser117 @cs__lol @LEC neom partnership was not right because they are controlled by saudi arabia government which murders people. not because they're muslim.",0,0,8,0,0,0,false,"en",false,false,false,"2020-07-30","xuser117; cs__lol; LEC",false,true,"","",19,141,56,2791,108161,2,0,19,,,"",,"https://www.twitter.com/daveekh","https://pbs.twimg.com/profile_images/1633529875448356872/tqAV7DyU_normal.jpg",false,false,"2014-02-03"
"1533482347236040704","VeteranEU","Veteran","From an article about NEOM and the fallout of their LEC deal going wrong:

https://t.co/2CLCbzRJP1 https://t.co/GAdHxxK2Im",0,4,172,9,17,1,false,"en",false,false,false,"2022-06-05","",true,true,"🇬🇧  | LEC/ERL League of Legends expert, does everything. | DM for Coaching","https://allmylinks.com/veteraneu",23964,2194,7270,86936,19378,160,0,23964,,,"London, England","https://pbs.twimg.com/profile_banners/399667930/1558895328","https://www.twitter.com/VeteranEU","https://pbs.twimg.com/profile_images/1259562702495760387/pOQqazVy_normal.png",false,true,"2011-10-27"
"1288746844386992129","hobbit667","Киберкотлет-любитель","@LEC @NEOM LEC got money from LGBTQ+ and now getting money from company against those. Nothing personal, just business.",0,0,1,0,0,0,false,"en",false,false,false,"2020-07-30","LEC; NEOM",false,true,"Good mood destroyer","http://vk.com/hobbit667",113,55,527,9305,1725,0,0,113,,,"Kazakhstan",,"https://www.twitter.com/hobbit667","https://pbs.twimg.com/profile_images/1363533796126113794/sSwARvhC_normal.jpg",false,false,"2010-02-16"
"1298623587792945153","dog69999","dog69.eth ⎷","@LEC @NEOM has entered the chat",0,0,0,0,0,0,false,"en",false,false,false,"2020-08-26","LEC; NEOM",true,true,"NA Challenger Corgi | Peak 132 LP","http://op.gg",64,715,42,2929,11900,2,0,64,,,"Galapagos Island","https://pbs.twimg.com/profile_banners/1121795078823874560/1642650669","https://www.twitter.com/dog69999","https://pbs.twimg.com/profile_images/1575252292344942600/GmbrARs3_normal.jpg",false,false,"2019-04-26"
"1288872063676100617","deadeg0","Myth","@yougainbrouzouf @aolibai @DavGreed @LEC @NEOM As a Muslim, facts.",0,0,1,0,0,0,false,"en",false,false,false,"2020-07-30","yougainbrouzouf; aolibai; DavGreed; LEC; NEOM",false,true,"","",10,117,7,453,4490,1,0,10,,,"",,"https://www.twitter.com/deadeg0","https://pbs.twimg.com/profile_images/1592196029666967555/k6Qrch_o_normal.jpg",false,false,"2014-03-22"
"1608846293094510594","SirRubixx","Sir Rubixx","@LordParasit @CarlosR guess you forgot about the LEC NEOM deal which was reversed because of community outrage.","354",0,9,0,0,0,false,"en",false,false,false,"2022-12-30","LordParasit; CarlosR",false,true,"Work until you no longer have to introduce yourself. Passionate about esports, if you want unbiased opinions on @TeamLiquid you came to the wrong place.","",143,293,362,7615,7570,1,0,143,,,"boring place in Canada","https://pbs.twimg.com/profile_banners/414407454/1489394148","https://www.twitter.com/SirRubixx","https://pbs.twimg.com/profile_images/900861669156564993/0ERVk_j0_normal.jpg",false,false,"2011-11-17"
"1288737997802868737","SerioeseSeekuh","Pandapolice 🇩🇪","honestly i dont care if people hate me for this tweet but some things have to be said.

Fuck you if you are the kind of people that post under the "" lec neom"" posts with ""what about china"".

pls just fuck off or make urself noticeable so i can block all of you",0,0,3,1,0,0,false,"en",false,false,false,"2020-07-30","",false,true,"Toplane refugee & Kayle/Skarner enthusiast
reads lots novels/manga in free time
shitposts occasionally
M, 25
Dm's always open
Discord: Kay#4211","",147,719,1098,10831,26970,2,0,147,,,"Esch, Deutschland","https://pbs.twimg.com/profile_banners/374662168/1596376106","https://www.twitter.com/SerioeseSeekuh","https://pbs.twimg.com/profile_images/1565660281006686209/6eT4NUyT_normal.jpg",false,false,"2011-09-16"
"1288828710687313921","moataz_magdy3","Revenger 🫡🪖 2 months left ⌛️","@mohamadaladham @Aminopiou @Veigar_v2 @WufOwO u think neom would care about attacking LGBT or something!? business is business, lec/neom care about money nothing more, ppl just used their imagination and expected the future that neom from country so they will try their hardest to kill who is against Islam rules xd",0,0,0,1,0,0,false,"en",false,false,false,"2020-07-30","MohamadAladham; Aminopiou; Veigar_v2",true,true,"Mid laner 

CO-Founder at @3bl_esports

one of the best Vlad players 🧛 

Challenger s7/s8/s9 

Don't take me seriously in SoloQ

👑 Zamalek 👑","",823,423,288,2977,19991,1,0,823,,,"","https://pbs.twimg.com/profile_banners/1236781600442068994/1646171437","https://www.twitter.com/moataz_magdy3","https://pbs.twimg.com/profile_images/1668946596917047297/UrDlLQHJ_normal.jpg",false,false,"2020-03-08"
"1288994244322119681","OvisGotACup","Matt","@iiLoVE18 @MShent1238 @PoliticsAndMem2 @BGBFG14 @Kalytis_ @LEC @NEOM Please take it somewhere else it’s over, you and the other guy lost already because they sponsorship was ended",0,0,0,0,0,0,false,"en",false,false,false,"2020-07-31","iiLoVE18; MShent1238; LEC; NEOM",false,false,"he/him","",24,170,237,2108,15555,0,0,24,,,"","https://pbs.twimg.com/profile_banners/844995938640953344/1631596230","https://www.twitter.com/OvisGotACup","https://pbs.twimg.com/profile_images/1569364587631316992/R5oysj6b_normal.jpg",false,false,"2017-03-23"
"1288715374779699201","ZAK_robloxer","Justeenotherguy","@TomEvilEye @LEC @NEOM Dont dig up old facts just coz they are muslims. Ur being an anti muslim karen now go play league politics are too much for u",0,0,2,0,0,0,false,"en",false,false,false,"2020-07-30","LEC; NEOM",true,true,"imagine looking up someone just because they commented on ur post","https://www.instagram.com/justeenotherguy/",19,94,249,1610,10643,1,0,19,,,"","https://pbs.twimg.com/profile_banners/813905572311416832/1632572730","https://www.twitter.com/ZAK_robloxer","https://pbs.twimg.com/profile_images/1496068332822302722/oMOCY1ch_normal.jpg",false,false,"2016-12-28"
"1293428544245309442","blacksh40182773","Van Der landie","@Daythehut @TehHero117 @LEC @NEOM I’ll tell you what’s  no longer ok when your country comes to mine saying there’s terrorists there and they need to face them but instead they team up under the table and steals our oil the same mf thing happened to Iraq and Afghanistan",0,0,0,0,0,0,false,"en",false,false,false,"2020-08-12","Daythehut; TehHero117; LEC; NEOM",true,false,"الحياة وسط","",0,23,173,1646,72,0,0,0,,,"","https://pbs.twimg.com/profile_banners/1192630895565508611/1589870071","https://www.twitter.com/blacksh40182773","https://pbs.twimg.com/profile_images/1365993378396200961/we_2NN6y_normal.jpg",false,false,"2019-11-08"
"1407011692379312133","FrankieWard","Frankie","The reason this has suddenly reemerged was because I spoke out when he attacked Froskurinn for speaking out against the LEC/Neom deal.

And yes, I was a hypocrite because of the jobs that I did, but I said I would be different moving forward and so far I have been.",0,0,537,5,2,0,false,"en",false,false,false,"2021-06-21","",false,true,"Gaming host, renovator, Aoife the Baby fan club
frankie@csa.gg","http://www.getfrank.co.uk",85470,3013,3669,48790,118156,350,0,85470,,,"Cedar Creek Power Plant","https://pbs.twimg.com/profile_banners/15137026/1650383342","https://www.twitter.com/FrankieWard","https://pbs.twimg.com/profile_images/1642218674068025344/NPpij56t_normal.jpg",false,false,"2008-06-16"
"1288977094727176193","TravisGafford","Travis Gafford","The LEC casters all said they would not appear on the LEC broadcast this weekend if the NEOM sponsorship continued.",0,0,753,3,23,1,true,"en",false,false,false,"2020-07-31","",true,true,"Independent content creator and interviewer. Lover of League of Legends and Magic: The Gathering. Ran @YahooEsports, Former @GameSpot. Running TGI.","https://linktr.ee/TravisGafford",166548,367,5835,32258,29521,920,0,166548,,,"Los Angeles, CA","https://pbs.twimg.com/profile_banners/348278208/1534789345","https://www.twitter.com/TravisGafford","https://pbs.twimg.com/profile_images/1290071421545091073/7VCB1FW6_normal.jpg",false,false,"2011-08-04"
"1288727113449779200","BeccaCHenry","Becca Henry","Cancelling the Neom deal is a huge win for Riot and #LEC fans, but it didnt need to happen in the first place. It’s a real indication that Riot needs more diversity in the senior leadership team and approvals process. This should have not gone up the chain without red flags.",0,1,1105,10,32,1,false,"en",false,false,false,"2020-07-30","",false,true,"Comms for @g2esports . Horror Junkie, Hoth resident, dog petter","https://www.instagram.com/becca.henry/",10201,884,2030,16326,10116,89,0,10201,,,"Berlin","https://pbs.twimg.com/profile_banners/141011564/1680119873","https://www.twitter.com/BeccaCHenry","https://pbs.twimg.com/profile_images/1415249796634394625/_AZu-Sz2_normal.jpg",false,false,"2010-05-07"
"1288839272687120385","TheMoConceptual","Cachinhos dourados","@Alpha_Canem @LEC @NEOM @LEC  as you can see, we got the message :)",0,0,1,0,0,0,false,"en",false,false,false,"2020-07-30","Alpha_Canem; LEC; NEOM; LEC",true,true,"rogerio é o meu heroi","",15,371,103,1524,11731,0,0,15,,,"Na praça vendendo cigarro","https://pbs.twimg.com/profile_banners/933062131540549632/1651857297","https://www.twitter.com/TheMoConceptual","https://pbs.twimg.com/profile_images/1250366004229701632/XOhbnwSb_normal.jpg",false,false,"2017-11-21"
"1703341064357130676","dumon_antoine","KC Antzoiinz","@Elioww_ @Tw22too @_blakcpink_ @Faaast_life @Zoxistyle Oui bah c’est juste un prétexte, si c’est faze ils refuseront à cause de l’instabilité économique et pour Navi ça sera l’instabilité politique. Je te rappelle qu’il y a quelque mois la LEC signait un contrat avec neom","162",0,0,1,0,0,false,"fr",false,false,false,"2023-09-17","Elioww_; Tw22too; _blakcpink_; Faaast_life; Zoxistyle",false,true,"","",19,174,33,305,808,2,0,19,,,"","https://pbs.twimg.com/profile_banners/1192157207724474368/1665056252","https://www.twitter.com/dumon_antoine","https://pbs.twimg.com/profile_images/1641826387378991106/c51Aghps_normal.jpg",false,false,"2019-11-06"
"1417965436205879296","flextaperapper","Crazy Fag From Lazy Town","@RazLCS @RisenLazarus I wonder if dignitas is okay with the famine in Yemen or apartheid in Palestine now that they financially benefit from those. First it was the LEC NEOM partnership now this? I wonder how many other teams are partnered or are considering partnering with bigots and war criminals?",0,0,5,0,1,0,false,"en",false,false,false,"2021-07-21","RisenLazarus",false,true,"Blue check

Black Trans Lives matter","",176,1283,139,238685,223962,4,0,176,,,"United States","https://pbs.twimg.com/profile_banners/2807758891/1690939209","https://www.twitter.com/flextaperapper","https://pbs.twimg.com/profile_images/1359827144952619008/S99bOZhn_normal.jpg",false,false,"2014-09-13"
"1309545894392606729","AuxhLoL","Michael","@DariusExMachina ngl, I think it‘s omegacringe how everyone was outraged at the #LEC NEOM deal, but no one bats an eye about the fact that S04 are sponsored by the state of Russia, responsible for thousands of political deaths within the last 5 years + having the same practice towards LGBTQ+ folk",0,0,0,0,0,0,false,"en",false,false,false,"2020-09-25","DariusExMachina",false,true,"European LoL enjoyer","",3,256,25,320,1021,0,0,3,,,"","https://pbs.twimg.com/profile_banners/1130131258791665664/1612404719","https://www.twitter.com/AuxhLoL","https://pbs.twimg.com/profile_images/1419765379803631620/Am-hakqS_normal.png",false,false,"2019-05-19"
